Id,Project Id,Armour Type,Armour Slope [v:h],Armour Density [kg/m3],Armour Mass [kg],Water Density [kg/m3],Offshore Significant Wave Height [m],Offshore Bed Elevation [m Datum],Average slope between offshore wave location and in front of Section [v:h],Significant Wave Height at Toe [m],Bed Elevation at Toe [m Datum],Peak Wave Period [s],Number of Waves [-],Crest Level [m Datum],Water Level [ m Datum],Notional Permeability [-],Damage [%]
4109,10,ROCK,1:03,2682.6,4500,1020,4.468910888,-26.40420023, 1:1000,4.468910888,-26.40420023,10.34103529,3000,330.0525028,0,0.1,23.1
4110,10,ROCK,1:03,2682.6,4500,1020,2.996876726,-26.40420023, 1:1000,2.996876726,-26.40420023,14.93705098,3000,330.0525028,0,0.1,4.71
4111,10,ROCK,1:03,2682.6,4500,1020,3.515059155,-26.40420023, 1:1000,3.515059155,-26.40420023,14.19019843,3000,330.0525028,0,0.1,10.63
4112,10,ROCK,1:03,2682.6,4500,1020,4.02994106,-26.40420023, 1:1000,4.02994106,-26.40420023,15.33920235,3000,330.0525028,0,0.1,18.12
4113,10,ROCK,1:03,2682.6,4500,1020,2.429186421,-26.40420023, 1:1000,2.429186421,-26.40420023,14.19019843,3000,330.0525028,0,0.1,2.62
4114,10,ROCK,1:03,2682.6,4500,1020,2.924265175,-26.40420023, 1:1000,2.924265175,-26.40420023,17.23505882,3000,330.0525028,0,0.1,11.66
4115,10,ROCK,1:03,2682.6,4500,1020,1.944009242,-26.40420023, 1:1000,1.944009242,-26.40420023,18.84366431,3000,330.0525028,0,0.1,1.87
4116,10,ROCK,1:03,2682.6,4500,1020,2.462191671,-26.40420023, 1:1000,2.462191671,-26.40420023,18.55641333,3000,330.0525028,0,0.1,7.24
4117,10,ROCK,1:03,2682.6,4500,1020,3.350032904,-26.40420023, 1:1000,3.350032904,-26.40420023,18.55641333,3000,330.0525028,0,0.1,19.85
4118,10,ROCK,1:03,2682.6,4500,1020,2.637119498,-26.40420023, 1:1000,2.637119498,-26.40420023,18.55641333,3000,330.0525028,0,0.1,11.72
4119,10,ROCK,1:03,2682.6,4500,1020,1.957211342,-26.40420023, 1:1000,1.957211342,-26.40420023,18.55641333,3000,330.0525028,0,0.1,1.66
4120,10,ROCK,1:03,2682.6,4500,1020,2.29716542,-26.40420023, 1:1000,2.29716542,-26.40420023,18.55641333,3000,330.0525028,0,0.1,4.37
4121,10,ROCK,1:03,2682.6,4500,1020,3.201509277,-26.40420023, 1:1000,3.201509277,-26.40420023,18.38406274,3000,330.0525028,0,0.1,31.79
4122,10,ROCK,1:03,2682.6,4500,1020,3.53156178,-26.40420023, 1:1000,3.53156178,-26.40420023,8.847330195,3000,330.0525028,0,0.1,8.06
4123,10,ROCK,1:03,2682.6,4500,1020,4.13555786,-26.40420023, 1:1000,4.13555786,-26.40420023,10.51338588,3000,330.0525028,0,0.1,11.07
4124,10,ROCK,1:03,2682.6,4500,1020,2.214652294,-26.40420023, 1:1000,2.214652294,-26.40420023,10.85808706,3000,330.0525028,0,0.1,0.86
4125,10,ROCK,1:03,2682.6,4500,1020,2.8615552,-26.40420023, 1:1000,2.8615552,-26.40420023,10.85808706,3000,330.0525028,0,0.1,1.98
4126,10,ROCK,1:03,2682.6,4500,1020,4.63393714,-26.40420023, 1:1000,4.63393714,-26.40420023,10.85808706,3000,330.0525028,0,0.1,13.2
4127,10,ROCK,1:03,2682.6,4500,1020,3.597572281,-26.40420023, 1:1000,3.597572281,-26.40420023,8.04302745,3000,330.0525028,0,0.1,6.84
4128,10,ROCK,1:03,2682.6,4500,1020,2.617316347,-26.40420023, 1:1000,2.617316347,-26.40420023,8.04302745,3000,330.0525028,0,0.1,1.11
4129,10,ROCK,1:03,2682.6,4500,1020,4.092651035,-26.40420023, 1:1000,4.092651035,-26.40420023,8.04302745,3000,330.0525028,0,0.1,6.71
4130,10,ROCK,1:03,2682.6,4500,1020,4.591030314,-26.40420023, 1:1000,4.591030314,-26.40420023,8.04302745,3000,330.0525028,0,0.1,11.59
4131,10,ROCK,1:03,2682.6,4500,1020,5.498674697,-26.40420023, 1:1000,5.498674697,-26.40420023,8.04302745,3000,330.0525028,0,0.1,17
4132,10,ROCK,1:02,2682.6,8500,1020,3.500572867,-32.63937405, 1:1000,3.500572867,-32.63937405,13.28584716,1000,407.9921756,0,0.1,3.45
4133,10,ROCK,1:02,2682.6,8500,1020,1.893083695,-32.63937405, 1:1000,1.893083695,-32.63937405,13.60521849,1000,407.9921756,0,0.1,0.35
4134,10,ROCK,1:02,2682.6,8500,1020,3.149699596,-32.63937405, 1:1000,3.149699596,-32.63937405,13.60521849,1000,407.9921756,0,0.1,3.26
4135,10,ROCK,1:02,2682.6,8500,1020,2.860025151,-32.63937405, 1:1000,2.860025151,-32.63937405,13.60521849,1000,407.9921756,0,0.1,0.81
4136,10,ROCK,1:02,2682.6,8500,1020,2.990582647,-32.63937405, 1:1000,2.990582647,-32.63937405,16.35181189,1000,407.9921756,0,0.1,2.04
4137,10,ROCK,1:02,2682.6,8500,1020,3.374095293,-32.63937405, 1:1000,3.374095293,-32.63937405,16.1601891,1000,407.9921756,0,0.1,4.78
4138,10,ROCK,1:02,2682.6,8500,1020,2.680508594,-32.63937405, 1:1000,2.680508594,-32.63937405,16.60730896,1000,407.9921756,0,0.1,1.17
4139,10,ROCK,1:02,2682.6,8500,1020,2.272516418,-32.63937405, 1:1000,2.272516418,-32.63937405,16.35181189,1000,407.9921756,0,0.1,0.56
4140,10,ROCK,1:02,2682.6,8500,1020,3.243537796,-32.63937405, 1:1000,3.243537796,-32.63937405,16.35181189,1000,407.9921756,0,0.1,2.14
4141,10,ROCK,1:02,2682.6,8500,1020,3.064021239,-32.63937405, 1:1000,3.064021239,-32.63937405,19.99264501,1000,407.9921756,0,0.1,1.24
4142,10,ROCK,1:02,2682.6,8500,1020,2.684588516,-32.63937405, 1:1000,2.684588516,-32.63937405,19.99264501,1000,407.9921756,0,0.1,0.56
4143,10,ROCK,1:02,2682.6,8500,1020,2.256196731,-32.63937405, 1:1000,2.256196731,-32.63937405,19.99264501,1000,407.9921756,0,0.1,0.76
4144,10,ROCK,1:03,2682.6,8500,1020,4.802067907,-32.63937405, 1:1000,4.802067907,-32.63937405,16.1601891,1000,407.9921756,0,0.1,10.09
4145,10,ROCK,1:03,2682.6,8500,1020,4.059522148,-32.63937405, 1:1000,4.059522148,-32.63937405,16.35181189,1000,407.9921756,0,0.1,3.02
4146,10,ROCK,1:03,2682.6,8500,1020,3.500572867,-32.63937405, 1:1000,3.500572867,-32.63937405,16.1601891,1000,407.9921756,0,0.1,1.47
4147,10,ROCK,1:03,2682.6,8500,1020,4.426715106,-32.63937405, 1:1000,4.426715106,-32.63937405,16.1601891,1000,407.9921756,0,0.1,4.89
4148,10,ROCK,1:03,2682.6,8500,1020,2.876344838,-32.63937405, 1:1000,2.876344838,-32.63937405,16.1601891,1000,407.9921756,0,0.1,0.8
4149,10,ROCK,1:03,2682.6,8500,1020,4.063602069,-32.63937405, 1:1000,4.063602069,-32.63937405,19.67327369,1000,407.9921756,0,0.1,4.82
4150,10,ROCK,1:03,2682.6,8500,1020,3.443453962,-32.63937405, 1:1000,3.443453962,-32.63937405,19.67327369,1000,407.9921756,0,0.1,0.78
4151,10,ROCK,1:03,2682.6,8500,1020,3.753528016,-32.63937405, 1:1000,3.753528016,-32.63937405,19.99264501,1000,407.9921756,0,0.1,1.94
4152,10,ROCK,1:03,2682.6,8500,1020,4.32063714,-32.63937405, 1:1000,4.32063714,-32.63937405,19.67327369,1000,407.9921756,0,0.1,4.75
4153,10,ROCK,1:03,2667.3,8451.520913,1020,4.479754088,-32.63937405, 1:1000,4.479754088,-32.63937405,16.1601891,1000,407.9921756,0,0.1,5.22
4154,10,ROCK,1:03,2667.3,8451.520913,1020,4.0880816,-32.63937405, 1:1000,4.0880816,-32.63937405,15.9685663,1000,407.9921756,0,0.1,4.93
4155,10,ROCK,1:03,2667.3,8451.520913,1020,3.50873271,-32.63937405, 1:1000,3.50873271,-32.63937405,15.9685663,1000,407.9921756,0,0.1,1.71
4156,10,ROCK,1:03,2667.3,8451.520913,1020,3.027301943,-32.63937405, 1:1000,3.027301943,-32.63937405,15.9685663,1000,407.9921756,0,0.1,0.89
4157,10,ROCK,1:03,2667.3,8451.520913,1020,4.846947047,-32.63937405, 1:1000,4.846947047,-32.63937405,15.77694351,1000,407.9921756,0,0.1,8.09
4158,10,ROCK,1:03,2667.3,8451.520913,1020,5.242699457,-32.63937405, 1:1000,5.242699457,-32.63937405,15.9685663,1000,407.9921756,0,0.1,13.98
4159,10,ROCK,1:03,2667.3,8451.520913,1020,4.981584465,-32.63937405, 1:1000,4.981584465,-32.63937405,13.0303501,1000,407.9921756,0,0.1,7.4
4160,10,ROCK,1:03,2667.3,8451.520913,1020,4.096241443,-32.63937405, 1:1000,4.096241443,-32.63937405,13.0303501,1000,407.9921756,0,0.1,3.87
4161,10,ROCK,1:03,2667.3,8451.520913,1020,3.259857483,-32.63937405, 1:1000,3.259857483,-32.63937405,12.90260157,1000,407.9921756,0,0.1,1.23
4162,10,ROCK,1:03,2667.3,8451.520913,1020,5.585412884,-32.63937405, 1:1000,5.585412884,-32.63937405,12.90260157,1000,407.9921756,0,0.1,10.95
4163,10,ROCK,1:03,2667.3,8451.520913,1020,4.581752132,-32.63937405, 1:1000,4.581752132,-32.63937405,12.83872731,1000,407.9921756,0,0.1,6.44
4164,10,ROCK,1:03,2667.3,8451.520913,1020,4.002403243,-32.63937405, 1:1000,4.002403243,-32.63937405,8.750774334,1000,407.9921756,0,0.1,1.83
4165,10,ROCK,1:03,2667.3,8451.520913,1020,5.491574684,-32.63937405, 1:1000,5.491574684,-32.63937405,8.814648599,1000,407.9921756,0,0.1,4.87
4166,10,ROCK,1:03,2667.3,8451.520913,1020,6.315718879,-32.63937405, 1:1000,6.315718879,-32.63937405,9.134019925,1000,407.9921756,0,0.1,8.29
4167,10,ROCK,1:03,2667.3,8451.520913,1020,6.862428394,-32.63937405, 1:1000,6.862428394,-32.63937405,9.325642721,1000,407.9921756,0,0.1,10.52
4168,10,ROCK,1:03,2667.3,8451.520913,1020,4.842867125,-32.63937405, 1:1000,4.842867125,-32.63937405,9.006271395,1000,407.9921756,0,0.1,3.88
4169,10,ROCK,1:03,2682.6,8500,1020,5.124381726,-32.63937405, 1:1000,5.124381726,-32.63937405,13.47746996,1000,407.9921756,0,0.1,7.31
4170,10,ROCK,1:03,2682.6,8500,1020,4.096241443,-32.63937405, 1:1000,4.096241443,-32.63937405,13.47746996,1000,407.9921756,0,0.1,5.03
4171,10,ROCK,1:03,2682.6,8500,1020,2.819225934,-32.63937405, 1:1000,2.819225934,-32.63937405,13.28584716,1000,407.9921756,0,0.1,0.6
4172,10,ROCK,1:03,2682.6,8500,1020,3.541372085,-32.63937405, 1:1000,3.541372085,-32.63937405,13.60521849,1000,407.9921756,0,0.1,0.86
4173,10,ROCK,1:03,2682.6,8500,1020,4.728629316,-32.63937405, 1:1000,4.728629316,-32.63937405,13.86071555,1000,407.9921756,0,0.1,8.13
4174,10,ROCK,1:03,2682.6,8500,1020,5.409976249,-32.63937405, 1:1000,5.409976249,-32.63937405,13.47746996,1000,407.9921756,0,0.1,10.88
4175,10,ROCK,1:04,2682.6,8500,1020,7.674332824,-32.63937405, 1:1000,7.674332824,-32.63937405,15.58532071,1000,407.9921756,0,0.1,28.84
4176,10,ROCK,1:04,2682.6,8500,1020,6.776750037,-32.63937405, 1:1000,6.776750037,-32.63937405,15.9685663,1000,407.9921756,0,0.1,20.45
4177,10,ROCK,1:04,2682.6,8500,1020,5.569093197,-32.63937405, 1:1000,5.569093197,-32.63937405,16.35181189,1000,407.9921756,0,0.1,8.68
4178,10,ROCK,1:04,2682.6,8500,1020,4.740869081,-32.63937405, 1:1000,4.740869081,-32.63937405,15.9685663,1000,407.9921756,0,0.1,5.35
4179,10,ROCK,1:04,2682.6,8500,1020,3.643370128,-32.63937405, 1:1000,3.643370128,-32.63937405,15.58532071,1000,407.9921756,0,0.1,1.55
4180,10,ROCK,1:04,2682.6,8500,1020,5.479334919,-32.63937405, 1:1000,5.479334919,-32.63937405,19.99264501,1000,407.9921756,0,0.1,18.8
4181,10,ROCK,1:04,2682.6,8500,1020,4.851026968,-32.63937405, 1:1000,4.851026968,-32.63937405,19.80102222,1000,407.9921756,0,0.1,11.24
4182,10,ROCK,1:04,2682.6,8500,1020,3.565851615,-32.63937405, 1:1000,3.565851615,-32.63937405,19.99264501,1000,407.9921756,0,0.1,3.62
4183,10,ROCK,1:04,2682.6,8500,1020,7.547855249,-32.63937405, 1:1000,7.547855249,-32.63937405,11.68899053,1000,407.9921756,0,0.1,10.34
4184,10,ROCK,1:04,2682.6,8500,1020,7.959927347,-32.63937405, 1:1000,7.959927347,-32.63937405,11.62511627,1000,407.9921756,0,0.1,11.14
4185,10,ROCK,1:04,2682.6,8500,1020,6.315718879,-32.63937405, 1:1000,6.315718879,-32.63937405,9.517265517,1000,407.9921756,0,0.1,3.81
4186,10,ROCK,1:04,2682.6,8500,1020,6.662512228,-32.63937405, 1:1000,6.662512228,-32.63937405,9.581139782,1000,407.9921756,0,0.1,4.91
4187,10,ROCK,1:04,2682.6,8500,1020,7.13170323,-32.63937405, 1:1000,7.13170323,-32.63937405,9.453391251,1000,407.9921756,0,0.1,5.51
4188,10,ROCK,1:04,2682.6,8500,1020,7.780410789,-32.63937405, 1:1000,7.780410789,-32.63937405,9.708888312,1000,407.9921756,0,0.1,8.4
4189,10,ROCK,1:04,2667.3,8451.520913,1020,4.744949003,-32.63937405, 1:1000,4.744949003,-32.63937405,15.58532071,1000,407.9921756,0,0.1,4.04
4190,10,ROCK,1:04,2667.3,8451.520913,1020,5.45893531,-32.63937405, 1:1000,5.45893531,-32.63937405,16.1601891,1000,407.9921756,0,0.1,8.23
4191,10,ROCK,1:04,2667.3,8451.520913,1020,4.043202461,-32.63937405, 1:1000,4.043202461,-32.63937405,15.9685663,1000,407.9921756,0,0.1,3.16
4192,10,ROCK,1:04,2667.3,8451.520913,1020,2.835545621,-32.63937405, 1:1000,2.835545621,-32.63937405,16.1601891,1000,407.9921756,0,0.1,1.5
4193,10,ROCK,1:04,2667.3,8451.520913,1020,6.417716923,-32.63937405, 1:1000,6.417716923,-32.63937405,16.1601891,1000,407.9921756,0,0.1,16.17
4194,10,ROCK,1:04,2667.3,8451.520913,1020,4.953025012,-32.63937405, 1:1000,4.953025012,-32.63937405,9.07014566,1000,407.9921756,0,0.1,1.69
4195,10,ROCK,1:04,2667.3,8451.520913,1020,7.021545343,-32.63937405, 1:1000,7.021545343,-32.63937405,9.517265517,1000,407.9921756,0,0.1,5.06
4196,10,ROCK,1:04,2667.3,8451.520913,1020,8.057845469,-32.63937405, 1:1000,8.057845469,-32.63937405,9.517265517,1000,407.9921756,0,0.1,7.26
4197,10,ROCK,1:04,2667.3,8451.520913,1020,6.042364121,-32.63937405, 1:1000,6.042364121,-32.63937405,9.07014566,1000,407.9921756,0,0.1,4.45
4198,10,ROCK,1:04,2667.3,8451.520913,1020,5.438535701,-32.63937405, 1:1000,5.438535701,-32.63937405,9.07014566,1000,407.9921756,0,0.1,2.47
4199,10,ROCK,1:04,2667.3,8451.520913,1020,6.205560991,-32.63937405, 1:1000,6.205560991,-32.63937405,12.51935598,1000,407.9921756,0,0.1,8.01
4200,10,ROCK,1:04,2667.3,8451.520913,1020,4.765348611,-32.63937405, 1:1000,4.765348611,-32.63937405,12.26385892,1000,407.9921756,0,0.1,3.42
4201,10,ROCK,1:04,2667.3,8451.520913,1020,3.606650833,-32.63937405, 1:1000,3.606650833,-32.63937405,12.51935598,1000,407.9921756,0,0.1,1.09
4202,10,ROCK,1:04,2667.3,8451.520913,1020,5.532373902,-32.63937405, 1:1000,5.532373902,-32.63937405,12.39160745,1000,407.9921756,0,0.1,5.06
4203,10,ROCK,1:04,2667.3,8451.520913,1020,7.360178848,-32.63937405, 1:1000,7.360178848,-32.63937405,12.51935598,1000,407.9921756,0,0.1,13.84
4204,10,ROCK,1:04,2667.3,8451.520913,1020,6.254520052,-32.63937405, 1:1000,6.254520052,-32.63937405,12.51935598,1000,407.9921756,0,0.1,3.73
4205,10,ROCK,1:04,2667.3,8451.520913,1020,7.368338692,-32.63937405, 1:1000,7.368338692,-32.63937405,12.77485304,1000,407.9921756,0,0.1,3.6
4206,10,ROCK,1:04,2667.3,8451.520913,1020,6.29531927,-32.63937405, 1:1000,6.29531927,-32.63937405,12.77485304,1000,407.9921756,0,0.1,6.64
4207,10,ROCK,1:04,2667.3,8451.520913,1020,6.238200365,-32.63937405, 1:1000,6.238200365,-32.63937405,12.51935598,1000,407.9921756,0,0.1,7.5
4208,10,ROCK,1:04,2667.3,8451.520913,1020,6.250440131,-32.63937405, 1:1000,6.250440131,-32.63937405,12.51935598,1000,407.9921756,0,0.1,6.64
4209,10,ROCK,1:06,2682.6,8500,1020,6.972586282,-32.63937405, 1:1000,6.972586282,-32.63937405,16.1601891,1000,407.9921756,0,0.1,3.29
4210,10,ROCK,1:06,2682.6,8500,1020,9.273662152,-32.63937405, 1:1000,9.273662152,-32.63937405,15.9685663,1000,407.9921756,0,0.1,10.86
4211,10,ROCK,1:06,2682.6,8500,1020,4.642950959,-32.63937405, 1:1000,4.642950959,-32.63937405,16.1601891,1000,407.9921756,0,0.1,1.03
4212,10,ROCK,1:06,2682.6,8500,1020,8.20064273,-32.63937405, 1:1000,8.20064273,-32.63937405,16.1601891,1000,407.9921756,0,0.1,7.49
4213,10,ROCK,1:06,2682.6,8500,1020,10.49763868,-32.63937405, 1:1000,10.49763868,-32.63937405,16.35181189,1000,407.9921756,0,0.1,15.06
4214,10,ROCK,1:06,2682.6,8500,1020,7.192902056,-32.63937405, 1:1000,7.192902056,-32.63937405,19.67327369,1000,407.9921756,0,0.1,12.41
4215,10,ROCK,1:06,2682.6,8500,1020,4.76126869,-32.63937405, 1:1000,4.76126869,-32.63937405,19.67327369,1000,407.9921756,0,0.1,3.57
4216,10,ROCK,1:06,2682.6,8500,1020,6.115802713,-32.63937405, 1:1000,6.115802713,-32.63937405,19.67327369,1000,407.9921756,0,0.1,6.33
4217,10,ROCK,1:06,2682.6,8500,1020,3.418974432,-32.63937405, 1:1000,3.418974432,-32.63937405,19.67327369,1000,407.9921756,0,0.1,0.8
4218,10,ROCK,1:06,2682.6,8500,1020,9.575576362,-32.63937405, 1:1000,9.575576362,-32.63937405,13.73296702,1000,407.9921756,0,0.1,10.66
4219,10,ROCK,1:06,2682.6,8500,1020,7.311219787,-32.63937405, 1:1000,7.311219787,-32.63937405,13.73296702,1000,407.9921756,0,0.1,6.17
4220,10,ROCK,1:06,2682.6,8500,1020,4.92446556,-32.63937405, 1:1000,4.92446556,-32.63937405,13.86071555,1000,407.9921756,0,0.1,2.62
4221,10,ROCK,1:06,2682.6,8500,1020,6.115802713,-32.63937405, 1:1000,6.115802713,-32.63937405,13.73296702,1000,407.9921756,0,0.1,5.25
4222,10,ROCK,1:06,2682.6,8500,1020,10.30588236,-32.63937405, 1:1000,10.30588236,-32.63937405,13.86071555,1000,407.9921756,0,0.1,11.66
4223,10,ROCK,1:06,2682.6,8500,1020,7.813050163,-32.63937405, 1:1000,7.813050163,-32.63937405,11.43349347,1000,407.9921756,0,0.1,6.81
4224,10,ROCK,1:06,2682.6,8500,1020,8.649434123,-32.63937405, 1:1000,8.649434123,-32.63937405,11.81673906,1000,407.9921756,0,0.1,4.66
4225,10,ROCK,1:06,2682.6,8500,1020,9.959089007,-32.63937405, 1:1000,9.959089007,-32.63937405,12.26385892,1000,407.9921756,0,0.1,9.68
4226,10,ROCK,1:06,2682.6,8500,1020,6.197401148,-32.63937405, 1:1000,6.197401148,-32.63937405,9.453391251,1000,407.9921756,0,0.1,1.54
4227,10,ROCK,1:06,2682.6,8500,1020,7.278580413,-32.63937405, 1:1000,7.278580413,-32.63937405,9.836636843,1000,407.9921756,0,0.1,2.5
4228,10,ROCK,1:06,2682.6,8500,1020,8.50255694,-32.63937405, 1:1000,8.50255694,-32.63937405,9.964385373,1000,407.9921756,0,0.1,4.37
4229,10,ROCK,1:06,2682.6,8500,1020,7.87424899,-32.63937405, 1:1000,7.87424899,-32.63937405,11.68899053,1000,407.9921756,0,0.1,4.07
4230,10,ROCK,1:03,2667.3,8451.520913,1020,3.859605982,-32.63937405, 1:1000,3.859605982,-32.63937405,16.1601891,1000,407.9921756,0,0.5,0.43
4231,10,ROCK,1:03,2667.3,8451.520913,1020,4.259438314,-32.63937405, 1:1000,4.259438314,-32.63937405,16.1601891,1000,407.9921756,0,0.5,1.64
4232,10,ROCK,1:03,2667.3,8451.520913,1020,4.94894509,-32.63937405, 1:1000,4.94894509,-32.63937405,16.1601891,1000,407.9921756,0,0.5,3.09
4233,10,ROCK,1:03,2667.3,8451.520913,1020,5.858767642,-32.63937405, 1:1000,5.858767642,-32.63937405,16.1601891,1000,407.9921756,0,0.5,6.01
4234,10,ROCK,1:03,2667.3,8451.520913,1020,7.311219787,-32.63937405, 1:1000,7.311219787,-32.63937405,16.1601891,1000,407.9921756,0,0.5,12.75
4235,10,ROCK,1:03,2667.3,8451.520913,1020,6.20148107,-32.63937405, 1:1000,6.20148107,-32.63937405,9.325642721,1000,407.9921756,0,0.5,2.37
4236,10,ROCK,1:03,2667.3,8451.520913,1020,6.903227612,-32.63937405, 1:1000,6.903227612,-32.63937405,9.261768456,1000,407.9921756,0,0.5,3.02
4237,10,ROCK,1:03,2667.3,8451.520913,1020,5.218219926,-32.63937405, 1:1000,5.218219926,-32.63937405,9.197894191,1000,407.9921756,0,0.5,1.19
4238,10,ROCK,1:03,2667.3,8451.520913,1020,5.989325138,-32.63937405, 1:1000,5.989325138,-32.63937405,13.15809863,1000,407.9921756,0,0.5,3.39
4239,10,ROCK,1:03,2667.3,8451.520913,1020,7.254100883,-32.63937405, 1:1000,7.254100883,-32.63937405,13.0303501,1000,407.9921756,0,0.5,9.37
4240,10,ROCK,1:03,2667.3,8451.520913,1020,6.609473245,-32.63937405, 1:1000,6.609473245,-32.63937405,13.0303501,1000,407.9921756,0,0.5,7.01
4241,10,ROCK,1:03,2667.3,8451.520913,1020,5.324297892,-32.63937405, 1:1000,5.324297892,-32.63937405,13.15809863,1000,407.9921756,0,0.5,2.47
4242,10,ROCK,1:03,2667.3,8451.520913,1020,4.332876905,-32.63937405, 1:1000,4.332876905,-32.63937405,13.0303501,1000,407.9921756,0,0.5,1.47
4243,10,ROCK,1:03,2667.3,8451.520913,1020,7.57233478,-32.63937405, 1:1000,7.57233478,-32.63937405,13.0303501,1000,407.9921756,0,0.5,12.19
4244,10,ROCK,1:02,2667.3,8451.520913,1020,3.659689815,-32.63937405, 1:1000,3.659689815,-32.63937405,12.45548172,1000,407.9921756,0,0.5,1.36
4245,10,ROCK,1:02,2667.3,8451.520913,1020,4.194159566,-32.63937405, 1:1000,4.194159566,-32.63937405,12.39160745,1000,407.9921756,0,0.5,3.83
4246,10,ROCK,1:02,2667.3,8451.520913,1020,4.700069863,-32.63937405, 1:1000,4.700069863,-32.63937405,12.39160745,1000,407.9921756,0,0.5,5.32
4247,10,ROCK,1:02,2667.3,8451.520913,1020,5.634371946,-32.63937405, 1:1000,5.634371946,-32.63937405,12.45548172,1000,407.9921756,0,0.5,9.27
4248,10,ROCK,1:02,2667.3,8451.520913,1020,5.324297892,-32.63937405, 1:1000,5.324297892,-32.63937405,12.45548172,1000,407.9921756,0,0.5,7.36
4249,10,ROCK,1:02,2667.3,8451.520913,1020,4.598071819,-32.63937405, 1:1000,4.598071819,-32.63937405,16.09631483,1000,407.9921756,0,0.5,3.73
4250,10,ROCK,1:02,2667.3,8451.520913,1020,3.69232919,-32.63937405, 1:1000,3.69232919,-32.63937405,15.9685663,1000,407.9921756,0,0.5,0.99
4251,10,ROCK,1:02,2667.3,8451.520913,1020,5.099902195,-32.63937405, 1:1000,5.099902195,-32.63937405,16.1601891,1000,407.9921756,0,0.5,6.59
4252,10,ROCK,1:02,2667.3,8451.520913,1020,4.234958783,-32.63937405, 1:1000,4.234958783,-32.63937405,16.09631483,1000,407.9921756,0,0.5,2.55
4253,10,ROCK,1:02,2667.3,8451.520913,1020,5.414056171,-32.63937405, 1:1000,5.414056171,-32.63937405,15.64919498,1000,407.9921756,0,0.5,9.98
4254,10,ROCK,1:02,2667.3,8451.520913,1020,4.659270646,-32.63937405, 1:1000,4.659270646,-32.63937405,8.878522864,1000,407.9921756,0,0.5,3.2
4255,10,ROCK,1:02,2667.3,8451.520913,1020,5.565013276,-32.63937405, 1:1000,5.565013276,-32.63937405,8.94239713,1000,407.9921756,0,0.5,4.44
4256,10,ROCK,1:02,2667.3,8451.520913,1020,6.487075593,-32.63937405, 1:1000,6.487075593,-32.63937405,9.325642721,1000,407.9921756,0,0.5,8.46
4257,10,ROCK,1:02,2667.3,8451.520913,1020,3.708648877,-32.63937405, 1:1000,3.708648877,-32.63937405,9.07014566,1000,407.9921756,0,0.5,1
4258,10,ROCK,1:02,2667.3,8451.520913,1020,5.042783291,-32.63937405, 1:1000,5.042783291,-32.63937405,9.006271395,1000,407.9921756,0,0.5,2.01
4259,10,ROCK,01:01.5,2667.3,8451.520913,1020,4.614391506,-32.63937405, 1:1000,4.614391506,-32.63937405,16.35181189,1000,407.9921756,0,0.5,10.42
4260,10,ROCK,01:01.5,2667.3,8451.520913,1020,3.512812632,-32.63937405, 1:1000,3.512812632,-32.63937405,16.1601891,1000,407.9921756,0,0.5,2.39
4261,10,ROCK,01:01.5,2667.3,8451.520913,1020,3.92488473,-32.63937405, 1:1000,3.92488473,-32.63937405,15.9685663,1000,407.9921756,0,0.5,1.33
4262,10,ROCK,01:01.5,2667.3,8451.520913,1020,4.275758001,-32.63937405, 1:1000,4.275758001,-32.63937405,16.35181189,1000,407.9921756,0,0.5,3.09
4263,10,ROCK,01:01.5,2667.3,8451.520913,1020,4.928545482,-32.63937405, 1:1000,4.928545482,-32.63937405,16.1601891,1000,407.9921756,0,0.5,6.02
4264,10,ROCK,01:01.5,2667.3,8451.520913,1020,4.708229707,-32.63937405, 1:1000,4.708229707,-32.63937405,12.64710451,1000,407.9921756,0,0.5,8.18
4265,10,ROCK,01:01.5,2667.3,8451.520913,1020,3.439374041,-32.63937405, 1:1000,3.439374041,-32.63937405,12.51935598,1000,407.9921756,0,0.5,1.27
4266,10,ROCK,01:01.5,2667.3,8451.520913,1020,4.124800896,-32.63937405, 1:1000,4.124800896,-32.63937405,12.51935598,1000,407.9921756,0,0.5,3.08
4267,10,ROCK,01:01.5,2667.3,8451.520913,1020,5.059102978,-32.63937405, 1:1000,5.059102978,-32.63937405,12.51935598,1000,407.9921756,0,0.5,13.74
4268,10,ROCK,01:01.5,2667.3,8451.520913,1020,5.373256953,-32.63937405, 1:1000,5.373256953,-32.63937405,16.35181189,1000,407.9921756,0,0.5,13.04
4269,10,ROCK,01:01.5,2667.3,8451.520913,1020,4.422635184,-32.63937405, 1:1000,4.422635184,-32.63937405,9.134019925,1000,407.9921756,0,0.5,5.15
4270,10,ROCK,01:01.5,2667.3,8451.520913,1020,3.69232919,-32.63937405, 1:1000,3.69232919,-32.63937405,9.134019925,1000,407.9921756,0,0.5,2.19
4271,10,ROCK,01:01.5,2667.3,8451.520913,1020,5.01830376,-32.63937405, 1:1000,5.01830376,-32.63937405,9.07014566,1000,407.9921756,0,0.5,6.79
4272,10,ROCK,01:01.5,2667.3,8451.520913,1020,5.654771554,-32.63937405, 1:1000,5.654771554,-32.63937405,9.134019925,1000,407.9921756,0,0.5,12.19
4273,10,ROCK,01:01.5,2667.3,8451.520913,1020,4.096241443,-32.63937405, 1:1000,4.096241443,-32.63937405,9.134019925,1000,407.9921756,0,0.5,2.24
